 Subject           Activity                                 Measurement     Mean
       5 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanZ -0.10032
       5 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevX  0.27505
       5 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevY  0.09076
       5 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevZ -0.32589
       5 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanX  0.95665
       5 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanY -0.06076
       5 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanZ  0.02168
       5 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevX -0.95049
       5 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevY -0.91236
       5 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevZ -0.92719
       5 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanX  0.10965
       5 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanY  0.01376
       5 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanZ  0.02134
       5 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevX  0.03224
       5 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevY  0.04736
       5 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.52265
       5 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanX -0.06829
       5 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanY -0.07078
       5 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanZ  0.08066
       5 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevX -0.46065
       5 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevY -0.40913
       5 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevZ -0.22787
       5 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.11015
       5 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.07083
       5 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.03997
       5 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.41130
       5 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.51459
       5 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.03442
       5 WALKING_DOWNSTAIRS            TimeBodyAccelartionMagnitudeMean  0.21114
       5 WALKING_DOWNSTAIRS          TimeBodyAccelartionMagnitudeStdDev  0.20542
       5 WALKING_DOWNSTAIRS         TimeGravityAccelartionMagnitudeMean  0.21114
       5 WALKING_DOWNSTAIRS       TimeGravityAccelartionMagnitudeStdDev  0.20542
       5 WALKING_DOWNSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.06375
       5 WALKING_DOWNSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.02926
       5 WALKING_DOWNSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.21803
       5 WALKING_DOWNSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.36068
       5 WALKING_DOWNSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.39720
       5 WALKING_DOWNSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.45030
       5 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanX  0.09843
       5 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanY  0.07923
       5 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanZ -0.37474
       5 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevX  0.33655
       5 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevY  0.02683
       5 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevZ -0.35340
       5 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.03680
       5 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.05680
       5 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.49198
       5 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevX  0.01106
       5 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevY  0.09017
       5 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.55118
       5 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanX -0.29535
       5 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanY -0.38248
       5 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanZ -0.03418
       5 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevX -0.51494
       5 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevY -0.43155
       5 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.37471
       5 WALKING_DOWNSTAIRS       FrequencyBodyAccelartionMagnitudeMean  0.15574
       5 WALKING_DOWNSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev  0.04285
       5 WALKING_DOWNSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean  0.00918
       5 WALKING_DOWNSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.08974
       5 WALKING_DOWNSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.34934
       5 WALKING_DOWNSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.48414
       5 WALKING_DOWNSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.45370
       5 WALKING_DOWNSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.48713
       5            SITTING                    TimeBodyAccelartionMeanX  0.27369
       5            SITTING                    TimeBodyAccelartionMeanY -0.00990
       5            SITTING                    TimeBodyAccelartionMeanZ -0.10854
       5            SITTING                  TimeBodyAccelartionStdDevX -0.98095
       5            SITTING                  TimeBodyAccelartionStdDevY -0.90434
       5            SITTING                  TimeBodyAccelartionStdDevZ -0.92609
       5            SITTING                 TimeGravityAccelartionMeanX  0.88073
       5            SITTING                 TimeGravityAccelartionMeanY  0.16845
       5            SITTING                 TimeGravityAccelartionMeanZ  0.14301
       5            SITTING               TimeGravityAccelartionStdDevX -0.98314
       5            SITTING               TimeGravityAccelartionStdDevY -0.93994
       5            SITTING               TimeGravityAccelartionStdDevZ -0.94501
       5            SITTING                TimeBodyAccelartionJerkMeanX  0.07496
       5            SITTING                TimeBodyAccelartionJerkMeanY -0.00279
       5            SITTING                TimeBodyAccelartionJerkMeanZ  0.00339
       5            SITTING              TimeBodyAccelartionJerkStdDevX -0.97520
       5            SITTING              TimeBodyAccelartionJerkStdDevY -0.95279
       5            SITTING              TimeBodyAccelartionJerkStdDevZ -0.97344
       5            SITTING                     TimeBodyGyroscopicMeanX -0.04224
       5            SITTING                     TimeBodyGyroscopicMeanY -0.08355
       5            SITTING                     TimeBodyGyroscopicMeanZ  0.08239
       5            SITTING                   TimeBodyGyroscopicStdDevX -0.96623
       5            SITTING                   TimeBodyGyroscopicStdDevY -0.95006
       5            SITTING                   TimeBodyGyroscopicStdDevZ -0.94064
       5            SITTING                 TimeBodyGyroscopicJerkMeanX -0.08897
       5            SITTING                 TimeBodyGyroscopicJerkMeanY -0.04547
       5            SITTING                 TimeBodyGyroscopicJerkMeanZ -0.04877
       5            SITTING               TimeBodyGyroscopicJerkStdDevX -0.96604
       5            SITTING               TimeBodyGyroscopicJerkStdDevY -0.97543
       5            SITTING               TimeBodyGyroscopicJerkStdDevZ -0.96488
       5            SITTING            TimeBodyAccelartionMagnitudeMean -0.93798
       5            SITTING          TimeBodyAccelartionMagnitudeStdDev -0.92094
       5            SITTING         TimeGravityAccelartionMagnitudeMean -0.93798
       5            SITTING       TimeGravityAccelartionMagnitudeStdDev -0.92094
       5            SITTING        TimeBodyAccelartionJerkMagnitudeMean -0.96932
       5            SITTING      TimeBodyAccelartionJerkMagnitudeStdDev -0.96576
       5            SITTING             TimeBodyGyroscopicMagnitudeMean -0.93430
       5            SITTING           TimeBodyGyroscopicMagnitudeStdDev -0.93141
       5            SITTING         TimeBodyGyroscopicJerkMagnitudeMean -0.97385
       5            SITTING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.97039
       5            SITTING               FrequencyBodyAccelartionMeanX -0.97745
       5            SITTING               FrequencyBodyAccelartionMeanY -0.92143
       5            SITTING               FrequencyBodyAccelartionMeanZ -0.94606
       5            SITTING             FrequencyBodyAccelartionStdDevX -0.98259
       5            SITTING             FrequencyBodyAccelartionStdDevY -0.90229
       5            SITTING             FrequencyBodyAccelartionStdDevZ -0.92184
       5            SITTING           FrequencyBodyAccelartionJerkMeanX -0.97602
       5            SITTING           FrequencyBodyAccelartionJerkMeanY -0.95424
       5            SITTING           FrequencyBodyAccelartionJerkMeanZ -0.96950
       5            SITTING         FrequencyBodyAccelartionJerkStdDevX -0.97653
       5            SITTING         FrequencyBodyAccelartionJerkStdDevY -0.95446
       5            SITTING         FrequencyBodyAccelartionJerkStdDevZ -0.97602
       5            SITTING                FrequencyBodyGyroscopicMeanX -0.95712
       5            SITTING                FrequencyBodyGyroscopicMeanY -0.95546
       5            SITTING                FrequencyBodyGyroscopicMeanZ -0.93800
       5            SITTING              FrequencyBodyGyroscopicStdDevX -0.96939
       5            SITTING              FrequencyBodyGyroscopicStdDevY -0.94757
       5            SITTING              FrequencyBodyGyroscopicStdDevZ -0.94735
       5            SITTING       FrequencyBodyAccelartionMagnitudeMean -0.93629
       5            SITTING     FrequencyBodyAccelartionMagnitudeStdDev -0.92567
       5            SITTING   FrequencyBodyAccelartionJerkMagnitudeMean -0.96444
       5            SITTING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.96655
       5            SITTING        FrequencyBodyGyroscopicMagnitudeMean -0.94476
       5            SITTING      FrequencyBodyGyroscopicMagnitudeStdDev -0.93475
       5            SITTING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.97160
       5            SITTING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.97068
       5           STANDING                    TimeBodyAccelartionMeanX  0.28254
       5           STANDING                    TimeBodyAccelartionMeanY -0.00700
       5           STANDING                    TimeBodyAccelartionMeanZ -0.10217
       5           STANDING                  TimeBodyAccelartionStdDevX -0.96859
       5           STANDING                  TimeBodyAccelartionStdDevY -0.86944
       5           STANDING                  TimeBodyAccelartionStdDevZ -0.86933
       5           STANDING                 TimeGravityAccelartionMeanX  0.96019
       5           STANDING                 TimeGravityAccelartionMeanY -0.03871
       5           STANDING                 TimeGravityAccelartionMeanZ  0.13864
       5           STANDING               TimeGravityAccelartionStdDevX -0.97409
       5           STANDING               TimeGravityAccelartionStdDevY -0.93197
       5           STANDING               TimeGravityAccelartionStdDevZ -0.91461
       5           STANDING                TimeBodyAccelartionJerkMeanX  0.07252
       5           STANDING                TimeBodyAccelartionJerkMeanY -0.00222
       5           STANDING                TimeBodyAccelartionJerkMeanZ -0.01228
       5           STANDING              TimeBodyAccelartionJerkStdDevX -0.96265
       5           STANDING              TimeBodyAccelartionJerkStdDevY -0.93122
       5           STANDING              TimeBodyAccelartionJerkStdDevZ -0.96383
       5           STANDING                     TimeBodyGyroscopicMeanX -0.03227
       5           STANDING                     TimeBodyGyroscopicMeanY -0.05099
       5           STANDING                     TimeBodyGyroscopicMeanZ  0.06909
       5           STANDING                   TimeBodyGyroscopicStdDevX -0.91040
       5           STANDING                   TimeBodyGyroscopicStdDevY -0.93374
       5           STANDING                   TimeBodyGyroscopicStdDevZ -0.90747
       5           STANDING                 TimeBodyGyroscopicJerkMeanX -0.09222
       5           STANDING                 TimeBodyGyroscopicJerkMeanY -0.03991
       5           STANDING                 TimeBodyGyroscopicJerkMeanZ -0.04222
       5           STANDING               TimeBodyGyroscopicJerkStdDevX -0.94193
       5           STANDING               TimeBodyGyroscopicJerkStdDevY -0.96118
       5           STANDING               TimeBodyGyroscopicJerkStdDevZ -0.94476
       5           STANDING            TimeBodyAccelartionMagnitudeMean -0.90610
       5           STANDING          TimeBodyAccelartionMagnitudeStdDev -0.87977
       5           STANDING         TimeGravityAccelartionMagnitudeMean -0.90610
       5           STANDING       TimeGravityAccelartionMagnitudeStdDev -0.87977
       5           STANDING        TimeBodyAccelartionJerkMagnitudeMean -0.95686
       5           STANDING      TimeBodyAccelartionJerkMagnitudeStdDev -0.94296
       5           STANDING             TimeBodyGyroscopicMagnitudeMean -0.90067
       5           STANDING           TimeBodyGyroscopicMagnitudeStdDev -0.86704
       5           STANDING         TimeBodyGyroscopicJerkMagnitudeMean -0.95841
       5           STANDING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.94797
       5           STANDING               FrequencyBodyAccelartionMeanX -0.96450
       5           STANDING               FrequencyBodyAccelartionMeanY -0.89080
       5           STANDING               FrequencyBodyAccelartionMeanZ -0.91508
       5           STANDING             FrequencyBodyAccelartionStdDevX -0.97067
       5           STANDING             FrequencyBodyAccelartionStdDevY -0.86793
       5           STANDING             FrequencyBodyAccelartionStdDevZ -0.85823
